data,codigo_ibge,latitude,longitude,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20030615,4100103,-23.3049,-50.3133,11.64,18.12,14.65,16.71,25.36,13.72,18.76,11.05,78.94,0.0,94.81,1.07,1.86,0.34,1.52,2.17,3.48,0.48,3.0,3.55,6.45,0.65,5.8,0.66,0.65,0.67,15.49,15.33,22.11,79.12,79.33,9.63,0.2,0.95
20030616,4100103,-23.3049,-50.3133,13.39,17.98,14.04,16.37,25.94,12.54,18.72,10.56,76.44,0.0,94.78,0.96,1.33,0.7,0.63,2.07,2.48,1.61,0.88,3.52,5.05,1.97,3.09,0.65,0.64,0.66,11.87,14.84,22.09,60.84,75.62,7.73,0.16,0.82
20030617,4100103,-23.3049,-50.3133,11.29,17.5,12.99,16.03,25.37,14.08,19.08,9.89,69.5,0.01,94.73,0.91,1.03,0.64,0.39,1.65,2.28,1.26,1.02,2.35,3.79,1.88,1.91,0.64,0.64,0.66,14.58,14.9,22.07,73.98,76.45,9.04,0.18,0.88
20030618,4100103,-23.3049,-50.3133,11.27,17.39,12.77,15.62,25.37,14.09,18.48,9.77,71.06,0.0,94.77,0.97,1.45,0.66,0.79,1.88,2.66,1.15,1.51,2.82,3.75,1.61,2.14,0.64,0.64,0.66,14.77,14.94,22.05,75.05,76.78,9.16,0.19,0.91
20030619,4100103,-23.3049,-50.3133,11.4,16.61,13.33,15.39,24.05,12.65,17.45,10.13,78.62,0.24,94.82,0.84,1.55,0.23,1.33,1.73,2.82,0.3,2.52,2.95,4.95,0.36,4.59,0.64,0.63,0.66,12.52,14.58,22.03,64.08,74.91,8.02,0.16,0.84
20030620,4100103,-23.3049,-50.3133,11.58,16.72,12.73,15.26,23.85,12.27,17.78,9.77,74.19,0.05,94.76,0.73,1.48,0.43,1.05,1.49,2.67,0.55,2.12,2.46,5.16,0.7,4.45,0.63,0.63,0.66,14.78,15.89,22.02,74.11,80.49,9.23,0.19,0.93
20030621,4100103,-23.3049,-50.3133,13.59,15.43,11.91,14.34,24.29,10.69,16.78,9.22,75.81,0.01,94.81,1.16,2.09,0.63,1.45,2.23,3.88,1.03,2.84,3.38,5.43,1.2,4.23,0.63,0.63,0.66,15.92,15.98,22.01,79.95,81.2,9.82,0.2,0.99
20030622,4100103,-23.3049,-50.3133,13.27,16.52,12.48,15.3,25.14,11.87,18.12,9.58,72.56,0.0,94.71,0.72,1.05,0.31,0.73,1.34,2.31,0.52,1.79,1.97,3.92,0.64,3.28,0.63,0.63,0.66,15.2,15.47,22.01,77.15,79.5,9.45,0.18,0.9
20030623,4100103,-23.3049,-50.3133,13.22,15.76,11.29,14.26,24.2,10.98,17.23,8.85,71.0,0.01,94.79,0.84,1.37,0.37,1.0,1.66,2.46,0.48,1.98,2.5,4.28,0.63,3.66,0.62,0.62,0.66,15.79,15.81,22.01,79.79,80.91,9.78,0.19,0.91
20030624,4100103,-23.3049,-50.3133,13.61,15.3,9.27,13.33,24.56,10.96,17.4,7.69,61.69,0.01,95.01,0.83,1.16,0.35,0.81,1.54,2.79,0.47,2.32,2.26,5.28,0.59,4.7,0.62,0.62,0.65,16.12,16.05,22.02,80.38,81.04,9.81,0.19,0.92
20030625,4100103,-23.3049,-50.3133,14.37,15.48,10.43,13.3,24.33,9.96,16.18,8.3,71.88,0.01,95.05,1.15,1.85,0.64,1.2,2.47,3.34,1.31,2.04,4.31,6.81,2.09,4.73,0.62,0.62,0.65,15.97,15.8,22.03,79.84,79.97,9.73,0.19,0.93
20030626,4100103,-23.3049,-50.3133,16.35,15.57,9.42,13.15,25.27,8.92,16.89,7.81,66.19,0.0,94.88,0.77,1.43,0.18,1.25,1.71,2.72,0.23,2.5,3.0,5.51,0.27,5.23,0.62,0.62,0.65,15.57,15.81,22.05,76.95,78.95,9.43,0.19,0.91
20030627,4100103,-23.3049,-50.3133,16.14,15.45,9.87,13.21,24.95,8.81,16.56,8.06,68.44,0.0,94.84,0.98,1.57,0.46,1.11,2.04,2.94,0.73,2.21,3.52,6.33,0.99,5.34,0.62,0.62,0.65,15.88,15.77,22.06,78.44,78.84,9.57,0.19,0.95
20030628,4100103,-23.3049,-50.3133,14.35,16.38,11.43,14.43,25.86,11.51,17.44,8.97,70.25,0.01,94.86,0.89,1.23,0.42,0.81,1.88,2.63,0.73,1.91,3.27,6.3,0.98,5.32,0.62,0.62,0.64,14.58,15.51,22.08,73.59,78.73,9.09,0.18,0.9
20030629,4100103,-23.3049,-50.3133,15.45,16.82,11.22,14.37,25.83,10.38,17.51,8.79,71.0,0.0,94.92,0.85,1.48,0.45,1.02,1.91,2.78,0.71,2.07,3.7,6.41,0.96,5.45,0.61,0.62,0.64,15.9,15.81,22.11,80.52,81.08,9.87,0.19,0.95
20030630,4100103,-23.3049,-50.3133,11.05,14.99,10.15,12.5,22.08,11.04,14.85,8.18,77.38,0.01,95.17,1.56,2.76,0.8,1.95,3.36,5.13,2.3,2.83,5.9,6.93,4.77,2.16,0.61,0.62,0.64,16.03,16.01,22.14,80.51,81.3,9.89,0.2,0.96
20030701,4100103,-23.3049,-50.3133,14.38,15.09,10.12,13.19,24.07,9.7,16.26,8.12,70.69,0.01,95.13,1.16,1.91,0.2,1.71,2.29,3.55,0.27,3.27,3.59,6.69,0.34,6.34,0.61,0.61,0.64,15.93,15.8,22.17,79.8,80.11,9.71,0.19,0.93
20030702,4100103,-23.3049,-50.3133,14.41,15.31,9.19,13.1,24.55,10.14,17.0,7.69,63.0,0.0,95.0,0.79,1.35,0.22,1.12,1.53,2.53,0.28,2.25,2.3,5.36,0.34,5.01,0.61,0.61,0.63,15.69,15.82,22.21,78.04,79.59,9.52,0.19,0.93
20030703,4100103,-23.3049,-50.3133,13.99,14.63,9.14,12.07,23.1,9.12,14.99,7.63,71.75,0.01,94.97,1.06,1.8,0.39,1.41,2.27,3.31,0.68,2.63,3.89,6.58,0.9,5.68,0.61,0.61,0.63,14.89,15.57,22.25,73.87,77.84,9.07,0.19,0.94
20030704,4100103,-23.3049,-50.3133,15.7,14.3,8.44,11.59,22.97,7.26,14.74,7.32,69.94,0.01,94.74,1.02,1.41,0.74,0.67,2.26,2.54,1.49,1.05,3.95,5.72,1.75,3.97,0.6,0.61,0.63,16.14,16.09,22.29,78.8,79.45,9.59,0.19,0.94
20030705,4100103,-23.3049,-50.3133,12.83,15.19,9.63,12.83,23.9,11.07,16.02,8.0,68.12,0.0,94.43,1.14,2.03,0.78,1.25,2.45,3.73,1.64,2.09,4.22,6.23,2.13,4.09,0.6,0.61,0.63,15.12,15.56,22.34,75.99,78.93,9.29,0.19,0.95
20030706,4100103,-23.3049,-50.3133,13.97,16.12,12.83,14.49,24.15,10.19,16.15,9.95,82.94,6.66,94.38,1.04,2.23,0.38,1.86,2.23,4.16,0.85,3.31,3.72,5.76,1.38,4.38,0.64,0.61,0.63,9.65,14.42,22.39,49.33,73.95,6.27,0.13,0.66
20030707,4100103,-23.3049,-50.3133,7.43,17.41,16.34,16.94,21.76,14.33,17.53,12.39,93.06,46.07,94.38,1.23,2.36,0.5,1.86,2.76,4.48,1.63,2.85,5.12,6.64,3.56,3.08,0.84,0.66,0.66,1.59,13.36,22.46,8.71,67.43,1.22,0.02,0.12
20030708,4100103,-23.3049,-50.3133,11.8,17.19,13.69,15.53,24.82,13.02,17.37,10.38,81.44,0.44,94.45,1.11,2.32,0.42,1.9,2.5,4.45,1.23,3.23,4.71,7.04,2.2,4.84,0.71,0.69,0.67,14.66,15.31,22.52,74.75,78.73,9.18,0.18,0.9
20030709,4100103,-23.3049,-50.3133,12.25,16.36,13.94,15.13,23.12,10.87,16.33,10.62,87.12,7.51,94.42,1.04,1.62,0.37,1.26,2.27,3.23,0.62,2.6,4.21,6.0,1.01,4.99,0.73,0.67,0.67,6.07,14.16,22.59,31.86,71.25,4.29,0.09,0.46
20030710,4100103,-23.3049,-50.3133,5.72,16.0,15.06,15.56,19.15,13.43,16.06,11.35,93.94,25.18,94.61,1.12,1.77,0.6,1.17,2.38,3.59,1.31,2.27,4.09,6.28,2.16,4.12,0.82,0.7,0.69,2.49,13.76,22.66,13.88,70.33,1.99,0.04,0.21
20030711,4100103,-23.3049,-50.3133,11.98,13.14,9.43,11.25,19.17,7.19,13.07,7.87,80.88,0.96,95.13,1.05,1.66,0.49,1.16,2.3,3.22,1.11,2.11,4.21,6.83,2.28,4.55,0.73,0.7,0.7,15.37,16.71,22.73,77.12,84.29,9.7,0.19,0.94
20030712,4100103,-23.3049,-50.3133,13.07,9.91,5.33,7.57,17.28,4.21,9.81,5.86,76.69,0.0,95.48,1.38,2.46,0.88,1.59,2.96,4.56,1.78,2.78,5.04,6.66,2.34,4.33,0.71,0.69,0.69,16.73,16.84,22.8,82.73,84.09,10.19,0.2,0.98
20030713,4100103,-23.3049,-50.3133,12.62,11.3,8.24,9.67,18.19,5.56,11.09,7.2,83.94,0.2,95.53,2.07,3.01,1.42,1.59,4.25,5.69,3.23,2.45,6.74,7.85,5.66,2.2,0.7,0.68,0.69,15.31,16.15,22.88,77.48,82.35,9.66,0.18,0.91
20030714,4100103,-23.3049,-50.3133,6.39,13.1,11.74,12.44,16.38,10.0,13.12,9.09,91.44,0.42,95.34,1.88,2.38,1.32,1.05,3.81,4.66,2.87,1.79,5.95,7.73,4.56,3.17,0.7,0.68,0.69,9.77,14.89,22.96,51.57,77.2,6.78,0.13,0.68
20030715,4100103,-23.3049,-50.3133,9.62,16.43,14.06,15.26,22.37,12.75,16.47,10.56,86.81,0.58,95.2,1.51,2.35,0.66,1.69,3.23,4.44,1.9,2.53,5.48,6.45,3.75,2.69,0.7,0.67,0.69,14.36,15.34,23.05,74.09,79.87,9.19,0.17,0.84
20030716,4100103,-23.3049,-50.3133,11.0,17.25,14.22,15.93,23.81,12.82,17.63,10.68,82.0,2.66,95.23,0.91,1.39,0.48,0.91,1.97,2.54,0.74,1.8,3.33,5.8,1.03,4.76,0.7,0.67,0.69,11.12,15.36,23.13,57.77,79.7,7.41,0.16,0.78
20030717,4100103,-23.3049,-50.3133,10.09,17.01,14.31,15.65,23.14,13.05,16.98,10.74,85.75,0.92,95.35,1.32,2.36,0.57,1.79,2.9,4.38,1.77,2.62,5.18,5.93,3.92,2.01,0.7,0.67,0.69,11.84,15.28,23.22,61.38,78.72,7.84,0.17,0.87
20030718,4100103,-23.3049,-50.3133,11.78,16.52,13.22,15.09,23.62,11.83,16.97,10.01,80.38,0.01,95.29,1.22,1.79,0.72,1.07,2.45,3.27,1.37,1.91,3.8,5.57,1.98,3.59,0.68,0.66,0.68,14.46,15.31,23.32,72.88,77.73,8.84,0.18,0.9
20030719,4100103,-23.3049,-50.3133,14.45,16.73,13.03,15.48,25.48,11.02,17.93,9.89,75.44,0.0,95.14,0.99,1.38,0.35,1.04,2.05,2.59,0.5,2.09,3.16,4.88,0.68,4.2,0.68,0.66,0.68,16.47,16.37,23.41,84.29,84.66,10.33,0.2,0.96
20030720,4100103,-23.3049,-50.3133,15.1,16.8,12.75,15.02,26.12,11.02,17.29,9.7,77.62,0.0,94.87,1.21,2.28,0.74,1.54,2.88,4.34,1.91,2.43,5.17,6.63,2.52,4.11,0.67,0.66,0.68,17.18,17.06,23.5,86.53,86.83,10.64,0.2,1.02
20030721,4100103,-23.3049,-50.3133,15.27,16.72,12.52,15.1,26.16,10.9,17.68,9.58,74.62,0.0,94.88,1.03,1.93,0.39,1.54,2.24,3.68,0.73,2.95,3.76,5.39,1.0,4.39,0.66,0.66,0.67,16.95,16.92,23.61,86.11,86.84,10.63,0.21,1.05
20030722,4100103,-23.3049,-50.3133,15.39,17.21,12.21,15.15,26.82,11.44,18.08,9.4,71.44,0.0,94.94,1.33,2.37,0.79,1.59,2.92,4.47,2.34,2.12,4.86,6.3,3.63,2.67,0.66,0.65,0.67,17.03,16.91,23.73,86.37,86.69,10.61,0.21,1.05
20030723,4100103,-23.3049,-50.3133,14.02,17.26,12.02,15.23,26.08,12.05,18.44,9.28,69.94,0.0,95.01,1.06,1.65,0.44,1.22,2.2,3.02,0.62,2.4,3.58,6.02,0.82,5.2,0.65,0.65,0.67,16.99,17.0,23.84,85.6,86.6,10.54,0.22,1.07
20030724,4100103,-23.3049,-50.3133,14.47,17.01,12.12,15.02,25.68,11.21,17.92,9.34,70.81,0.0,95.0,1.2,1.93,0.75,1.19,2.55,3.57,1.81,1.76,4.13,5.09,2.69,2.4,0.65,0.64,0.66,15.0,16.9,23.96,77.24,87.3,9.83,0.2,1.04
